"","muni","county","year","area","pop","whitepct","blackpct","aapipct","otherpct","hispanicpct","households","medinc","povpct","lmi","dcamri","dcamrirank","ciprops","totunits","occunits","occpct","ownoct","rentoct","less75own","builtpost2010","built2000_2009","built1990_1999","built1980_1989","built1970_1979","built1960_1969","built1950_1959","built1940_1949","built_pre1939","singledetatched","singleattatched","duplex","triquadplex","units5_9","units10_19","units20more","mobile","boatrv","gas","elec","bottled_tank","fueloil","wood","otherfuels","workers","automobile","transit","taxi","moto","bike","walk","othertransport","workedhome","elecutil","reselec","commelec","induselec","streetelec","totelec","gasutil","resgas","commgas","indusgas","streetgas","totgas","reselecghg","commelecghg","induselecghg","streetelecghg","resgasghg","commgasghg","indusgasghg","streetgasghg","otherheatghg","vehiclesghg","totghg","mpo","lhtruck","shtruck","icbus","lightcommtruck","motorhome","motorcycles","passcars","passtrucks","refusetrucks","schoolbus","sulhtruck","sushtruck","transbus","totvmt","totpass","evs","pctev","commsolar","ressolar","othersolar","totsolar","kwsolar","units4less","totalproj","lifetimerate","commparcels","totalcommproj","lifetimecommrate"
"184","hackensack city","Bergen",2020,4.3,44266,0.5,0.24,0.12,0.14,0.36,19537,71079,0.12,0,38,122,1378,20836,19537,0.94,0.34,0.66,0,942,633,1217,2873,3435,3897,2792,1220,3827,3912,506,2495,1342,1197,1898,9416,70,0,0.61,0.33,0.01,0.03,0,0.02,24149,0.69,0.2,0,0,0,0.05,0.02,0.04,"PSEG",116386412,305188856,4465268,3008273,429048809,"PSEG",5794004,14975144,274732,0,21043880,25989,68149,997,672,30860,79760,1463,0,4710,304122,516721,"NJTPA","34115896.00","8513016.00","2016092.00","19811825.00","727146.00","3869689.00","374985535.00","64703492.00","1148366.00","2552042.00","4504983.00","11029335.00","1561436.00","529538853.00",23567,"90","0.0038",10,217,2,229,6707.27,8525,476,0.06,1347,141,"0.1"
"185","hackettstown town","Warren",2020,3.7,9440,0.83,0.03,0.06,0.08,0.21,3463,79798,0.12,0,35,152,295,3591,3463,0.96,0.59,0.41,0,121,421,253,242,450,862,281,168,793,2049,354,192,209,255,197,301,34,0,0.62,0.14,0.01,0.22,0,0.02,4925,0.89,0.01,0,0,0,0.03,0.02,0.05,"JCPL",30939950,40585103,3785343,396512,75706908,"ETG",2867249,4543418,14262170,0,21672837,6909,9063,845,89,15271,24199,75962,0,4131,54007,190477,"NJTPA","7041262.00","1757022.00","416106.00","4089010.00","150077.00","798675.00","77394168.00","13354310.00","237014.00","526722.00","929795.00","2276371.00","322268.00","109292800.00",5730,"33","0.0058",16,218,6,240,6499.01,2668,145,0.05,294,30,"0.1"
"186","haddon heights borough","Camden",2020,1.6,7520,0.95,0.02,0.01,0.01,0.02,3144,97955,0.05,0,20,380,177,3355,3144,0.94,0.78,0.22,0,30,122,6,81,139,219,959,332,1467,2646,110,186,74,28,31,280,0,0,0.81,0.09,0.01,0.08,0,0.01,3964,0.77,0.08,0,0,0.01,0.01,0.01,0.13,"PSEG",26982608,13364615,178394,263440,40789057,"PSEG",2146940,622161,7126,0,2776227,6025,2984,40,59,11435,3314,38,0,1944,30285,56124,"DVRPC","1270162.00","532395.00","358892.00","2713706.00","124432.00","528104.00","22246401.00","27386289.00","204577.00","394179.00","869526.00","1346803.00","162099.00","58137565.00",5504,"28","0.0051",4,56,0,60,690.36,2800,182,0.07,179,18,"0.1"
"187","haddon township","Camden",2020,2.8,14562,0.92,0.03,0.01,0.04,0.05,6238,95296,0.05,0,21,374,281,6726,6238,0.93,0.67,0.33,0,134,90,143,233,515,1075,1535,1026,1975,4304,278,284,189,185,119,1367,0,0,0.75,0.14,0,0.09,0,0.01,7505,0.81,0.1,0,0,0,0.01,0.01,0.07,"PSEG",48397195,64530680,1135977,1053603,115117455,"PSEG",3677553,2210750,16195,0,5904498,10807,14410,254,235,19587,11775,86,0,3063,47057,107274,"DVRPC","1973604.00","827245.00","557653.00","4216611.00","193345.00","820579.00","34566902.00","42553362.00","317876.00","612483.00","1351087.00","2092689.00","251873.00","90335310.00",9835,"80","0.0081",2,126,2,130,918.6,5311,419,0.08,281,15,"0.05"
"188","haddonfield borough","Camden",2020,2.8,11342,0.94,0.01,0.01,0.03,0.04,4014,151579,0.02,0,10,538,287,4260,4014,0.94,0.84,0.17,0,231,122,103,93,238,309,607,311,2246,3372,296,133,115,26,48,261,9,0,0.84,0.09,0.01,0.05,0,0,5561,0.74,0.11,0,0,0,0.01,0.01,0.13,"PSEG",51455792,20409061,243242,576807,72684902,"PSEG",4114067,878641,5679,0,4998386,11490,4557,54,129,21912,4680,30,0,1289,48120,92262,"DVRPC","2018196.00","845937.00","570253.00","4311883.00","197713.00","839119.00","35347924.00","43514834.00","325058.00","626322.00","1381614.00","2139973.00","257564.00","92376390.00",7545,"103","0.0137",2,104,1,107,1091.01,3991,463,0.12,284,26,"0.09"
"189","hainesport township","Burlington",2020,6.8,6009,0.88,0.06,0.02,0.05,0.04,2406,109013,0.05,0,20,381,142,2493,2406,0.97,0.93,0.07,0,19,856,412,44,234,305,347,85,191,2259,111,0,40,34,15,0,34,0,0.71,0.04,0.04,0.17,0.01,0.02,3325,0.86,0.04,0,0,0,0.04,0,0.07,"PSEG",24555397,12513778,1925303,431482,39425960,"PSEG",1470871,1002269,310261,0,2783400,5483,2794,430,96,7834,5338,1652,0,4273,29663,57565,"DVRPC","1244094.00","521468.00","351526.00","2658011.00","121878.00","517266.00","21789828.00","26824227.00","200379.00","386089.00","851680.00","1319162.00","158773.00","56944380.00",4882,"34","0.007",4,166,3,173,2253.29,2334,233,0.1,142,16,"0.11"
"190","haledon borough","Passaic",2020,1.2,8298,0.63,0.12,0.03,0.21,0.54,2912,72635,0.08,0,45,66,169,2985,2912,0.98,0.43,0.57,0,13,90,54,334,533,529,461,221,750,909,60,1241,248,61,103,363,0,0,0.82,0.11,0.05,0.02,0,0,4463,0.84,0.09,0.01,0,0,0.02,0.01,0.03,"PSEG",19430693,13018866,9655288,499843,42604690,"PSEG",2373194,2798958,532176,0,5704329,4339,2907,2156,112,12640,14908,2834,0,921,20002,60820,"NJTPA","2209182.00","551262.00","130552.00","1282918.00","47087.00","250583.00","24282265.00","4189889.00","74363.00","165258.00","291721.00","714206.00","101111.00","34290397.00",4477,"17","0.0038",1,97,2,100,1390.27,2379,432,0.18,167,13,"0.08"
"191","hamburg borough","Sussex",2020,1.2,3149,0.88,0.01,0.01,0.1,0.17,1392,75182,0.05,0,30,210,74,1444,1392,0.96,0.74,0.26,0,26,225,265,340,112,62,130,33,251,632,365,134,60,186,67,0,0,0,0.56,0.13,0.02,0.25,0.03,0,1676,0.91,0.01,0,0,0,0,0,0.08,"JCPL",14299751,4825974,4655469,103896,23885090,"ETG",1053763,824738,193484,0,2071984,3193,1078,1040,23,5612,4393,1031,0,4702,13869,34940,"NJTPA","1966934.00","490813.00","116237.00","1142240.00","41923.00","223105.00","21619593.00","3730446.00","66208.00","147137.00","259732.00","635890.00","90024.00","30530282.00",2337,"11","0.0047",2,41,3,46,5645.8,1050,84,0.08,74,9,"0.12"
"192","hamilton township (atlantic)","Atlantic",2020,112.9,25856,0.65,0.14,0.07,0.14,0.13,9802,73333,0.08,0,40,102,301,10767,9802,0.91,0.71,0.29,0,773,2687,1535,1752,1407,611,771,427,804,6248,1645,236,540,796,702,159,441,0,0.68,0.19,0.03,0.07,0.02,0.01,12076,0.93,0.01,0.02,0,0,0,0,0.02,"ACE",125215178,120925896,413337,936776,247491187,"SJG",5105559,3857356,14914,0,8977829,27961,27003,92,209,27193,20545,79,0,17257,279769,400108,"SJTPO","11875381.00","5853773.00","3748033.00","31937499.00","154772.00","4166778.00","216942466.00","238409611.00","443650.00","1804323.00","6921331.00","13138755.00","1672946.00","537069377.00",16747,"51","0.003",25,1234,19,1278,20234.58,8724,849,0.1,315,22,"0.07"
"193","hamilton township (mercer)","Mercer",2020,40.3,87258,0.74,0.15,0.04,0.07,0.17,32683,81356,0.07,0,29,228,1690,34633,32683,0.94,0.73,0.27,0,591,2037,1839,3646,4673,5890,7878,2841,5238,22611,4089,1195,1040,891,2428,2142,178,59,0.79,0.13,0.01,0.06,0,0.01,45337,0.9,0.03,0,0,0,0.01,0,0.05,"PSEG",286678779,305220825,22709988,4785000,619394592,"PSEG",22658831,13661912,910404,0,37231147,64016,68156,5071,1068,120684,72765,4849,0,12293,421795,770698,"DVRPC","17690290.00","7414970.00","4998494.00","37795360.00","1733033.00","7355214.00","309838549.00","381424747.00","2849265.00","5489957.00","12110395.00","18757708.00","2257654.00","809715635.00",60294,"256","0.0042",74,1147,9,1230,38449.91,28965,1821,0.06,1682,135,"0.08"
"194","hammonton town","Atlantic",2020,41.3,14046,0.8,0.04,0.01,0.15,0.23,5183,72184,0.12,0,42,85,460,5730,5183,0.91,0.73,0.27,0,39,907,710,701,761,545,595,314,1158,4115,476,457,138,247,146,136,15,0,0.67,0.14,0.02,0.16,0,0.01,6386,0.88,0.01,0.01,0,0,0.05,0.02,0.04,"ACE",62908143,62065570,4992713,530819,130497245,"SJG",3191593,2308849,25876,0,5526318,14047,13859,1115,119,16999,12297,138,0,5668,140514,204756,"SJTPO","5964407.00","2940056.00","1882449.00","16040599.00","77734.00","2092763.00","108959287.00","119741154.00","222823.00","906221.00","3476236.00","6598936.00","840237.00","269742930.00",9278,"43","0.0046",42,762,13,817,13377.49,4975,303,0.06,450,27,"0.06"
"195","hampton borough","Hunterdon",2020,1.5,1182,0.92,0.04,0.03,0.02,0.07,541,67411,0.1,1,36,144,22,578,541,0.94,0.69,0.31,0,3,38,3,98,95,39,73,25,204,414,6,10,26,15,57,33,17,0,0.18,0.25,0.06,0.48,0.01,0.03,609,0.91,0.04,0,0,0,0,0,0.05,"JCPL",6373387,1632737,1017508,33756,9057388,"ETG",200748,128448,0,0,329196,1423,365,227,8,1069,684,0,0,1724,5469,10969,"NJTPA","723223.00","180468.00","42739.00","419991.00","15415.00","82034.00","7949323.00","1371650.00","24344.00","54101.00","95501.00","233811.00","33101.00","11225701.00",973,"6","0.0062",3,56,0,59,698.23,497,193,0.39,22,12,"0.55"
"196","hampton township","Sussex",2020,25.5,4865,0.93,0.02,0.02,0.03,0.06,1946,88388,0.07,0,25,292,73,2166,1946,0.9,0.9,0.1,0,0,158,231,461,435,360,216,138,167,1685,290,6,36,19,0,0,130,0,0.24,0.11,0.13,0.47,0.04,0,2485,0.87,0,0,0,0,0.02,0,0.11,"JCPL",21580499,15757628,4488,36624,37379239,"ETG",535820,572068,0,0,1107889,4819,3519,1,8,2854,3047,0,0,10737,18412,43397,"NJTPA","2594200.00","647336.00","153306.00","1506507.00","55293.00","294254.00","28514196.00","4920104.00","87322.00","194059.00","342563.00","838680.00","118732.00","40266552.00",3680,"13","0.0035",NA,NA,NA,NA,NA,2106,38,0.02,76,13,"0.17"
"197","hanover township","Morris",2020,10.7,14371,0.79,0.02,0.16,0.04,0.09,5854,125762,0.02,0,16,460,353,6046,5854,0.97,0.79,0.21,0,483,458,1050,419,817,983,1359,219,258,4135,576,225,104,535,245,226,0,0,0.89,0.09,0,0.03,0,0,7722,0.89,0.03,0,0,0,0,0.01,0.07,"JCPL",51653239,119642323,67232049,945648,239473259,"PSEG",5187422,4503491,3118596,0,12809510,11534,26716,15013,211,27629,23986,16610,0,800,135490,257989,"NJTPA","15696586.00","3916804.00","927596.00","9115341.00","334556.00","1780430.00","172529322.00","29769814.00","528359.00","1174184.00","2072725.00","5074553.00","718410.00","243638680.00",10681,"83","0.0078",11,83,3,97,4091.02,5036,103,0.02,350,39,"0.11"
"198","harding township","Morris",2020,20.6,3794,0.94,0.02,0.01,0.03,0.03,1567,141197,0.05,0,13,511,46,1769,1567,0.89,0.77,0.23,0,47,140,200,308,195,184,135,206,354,1532,163,0,8,66,0,0,0,0,0.83,0.03,0,0.13,0,0,1431,0.74,0.16,0,0,0,0,0,0.1,"JCPL",33158003,17408299,342716,5280,50914298,"PSEG",3301855,193638,0,0,3495494,7404,3887,77,1,17586,1031,0,0,1070,13658,44715,"NJTPA","1591059.00","397021.00","94024.00","923962.00","33912.00","180470.00","17488160.00","3017570.00","53556.00","119019.00","210098.00","514374.00","72820.00","24696045.00",3210,"45","0.014",NA,NA,NA,NA,NA,1746,18,0.01,47,7,"0.15"
"199","hardwick township","Warren",2020,39,1519,0.95,0.01,0.01,0.03,0.05,527,95625,0.11,0,28,243,3,594,527,0.89,0.89,0.11,0,14,67,78,146,98,29,38,20,104,565,4,0,9,8,0,0,8,0,0.04,0.05,0.18,0.67,0.05,0.02,702,0.88,0.02,0,0,0,0.02,0.01,0.07,"JCPL",7088504,1990765,0,3528,9082797,"ETG",0,0,0,0,0,1583,445,0,1,0,0,0,0,3635,4221,9883,"NJTPA","543689.00","135668.00","32130.00","315731.00","11588.00","61670.00","5975972.00","1031150.00","18301.00","40671.00","71794.00","175769.00","24884.00","8439017.00",1152,"6","0.0052",1,24,0,25,227.26,627,6,0.01,3,3,"1"
"200","hardyston township","Sussex",2020,32.6,7815,0.87,0.07,0,0.06,0.08,3111,105767,0.05,0,23,321,153,3645,3111,0.85,0.81,0.19,0,97,1013,301,462,464,326,538,264,180,2144,996,40,75,173,205,12,0,0,0.42,0.13,0.11,0.3,0.02,0.02,3943,0.89,0.04,0,0,0,0,0.01,0.06,"JCPL",30681457,14062811,411772,107352,45263392,"ETG",2405687,1049360,0,0,3455047,6851,3140,92,24,12813,5589,0,0,10278,28463,67251,"NJTPA","3953492.00","986524.00","233633.00","2295876.00","84265.00","448436.00","43454876.00","7498108.00","133077.00","295741.00","522056.00","1278125.00","180945.00","61365154.00",6098,"22","0.0036",3,53,6,62,2093.45,3361,93,0.03,156,9,"0.06"
"201","harmony township","Warren",2020,24.1,2703,0.95,0.02,0.03,0,0.02,1026,80455,0.08,0,26,270,48,1130,1026,0.91,0.87,0.13,0,0,59,24,195,142,146,180,48,336,1054,6,37,19,0,0,0,14,0,0.07,0.06,0.09,0.66,0.1,0.02,1333,0.91,0,0,0,0,0.01,0.01,0.07,"JCPL",11562227,3404469,434485,252,15401433,"ETG",1553,0,0,0,1553,2582,760,97,0,8,0,0,0,9926,9121,22494,"NJTPA","1104188.00","275531.00","65252.00","641226.00","23535.00","125246.00","12136706.00","2094180.00","37168.00","82599.00","145807.00","356973.00","50537.00","17138948.00",2198,"4","0.0018",NA,NA,NA,NA,NA,1068,6,0.01,49,8,"0.16"
"202","harrington park borough","Bergen",2020,2.1,4735,0.77,0,0.19,0.04,0.04,1746,135750,0.08,0,16,459,29,1796,1746,0.97,0.97,0.03,0,50,51,120,137,276,284,398,50,430,1677,12,21,0,0,20,66,0,0,0.9,0.08,0,0.02,0,0,2306,0.79,0.09,0,0,0,0.02,0.01,0.1,"RECO",17786479,3595502,0,29943,21411924,"PSEG",2142799,125313,3303,0,2271415,3972,803,0,7,11413,667,18,0,173,17570,34622,"NJTPA","2256884.00","563165.00","133371.00","1310621.00","48103.00","255993.00","24806587.00","4280359.00","75968.00","168826.00","298020.00","729629.00","103294.00","35030820.00",3575,"38","0.0106",1,15,0,16,206.52,1555,21,0.01,29,9,"0.31"
"203","harrison town","Hudson",2020,1.3,18313,0.43,0.06,0.21,0.31,0.5,7474,66699,0.16,1,34,162,273,7852,7474,0.95,0.24,0.76,0,2063,401,396,464,685,838,619,375,2011,592,240,2069,1400,788,404,2359,0,0,0.59,0.31,0.05,0.03,0,0.02,10116,0.45,0.38,0,0,0.01,0.09,0.01,0.06,"PSEG",39851191,61723668,2125711,1832214,105532784,"PSEG",3042170,1992374,184775,0,5219319,8899,13783,475,409,16203,10612,984,0,2623,36287,90275,"NJTPA","4509934.00","1125374.00","266517.00","2619014.00","96124.00","511551.00","49571015.00","8553443.00","151808.00","337366.00","595534.00","1458019.00","206413.00","70002112.00",7223,"36","0.005",6,36,6,48,1502.19,4131,539,0.13,301,13,"0.04"
"204","harrison township","Gloucester",2020,19,13049,0.93,0.03,0.02,0.02,0.03,4272,147662,0.02,0,13,512,145,4525,4272,0.94,0.92,0.08,0,535,1319,1239,393,262,432,102,32,211,4080,244,7,46,9,34,105,0,0,0.8,0.08,0.03,0.09,0,0.01,6635,0.85,0.02,0,0,0,0.01,0,0.12,"ACE",65524260,41239987,1667861,403692,108835800,"SJG",4098976,3685254,23088,0,7807317,14632,9209,372,90,21832,19628,123,0,3451,64452,133790,"DVRPC","2703169.00","1133046.00","763796.00","5775329.00","264817.00","1123915.00","47344955.00","58283701.00","435383.00","838894.00","1850532.00","2866276.00","344981.00","123728795.00",8938,"80","0.009",8,560,16,584,12123.69,4302,236,0.05,144,9,"0.06"
"205","harvey cedars borough","Ocean",2020,1.3,452,0.95,0,0.02,0.03,0,234,99500,0.07,0,15,470,26,1221,234,0.19,0.94,0.06,1,88,194,118,228,157,216,101,60,59,1136,22,49,9,4,0,1,0,0,0.76,0.16,0,0.04,0,0.03,185,0.76,0.06,0,0,0.03,0.03,0.01,0.1,"ACE",9820313,1792763,0,75672,11688748,"NJNG",5052626,3732060,0,0,8784686,2193,400,0,17,26911,19877,0,0,57,1555,51011,"NJTPA","243713.00","60814.00","14402.00","141530.00","5194.00","27644.00","2678778.00","462222.00","8204.00","18231.00","32182.00","78790.00","11154.00","3782858.00",388,"3","0.0077",NA,30,2,32,417.21,1239,5,0,26,3,"0.12"
"206","hasbrouck heights borough","Bergen",2020,1.5,12026,0.74,0.07,0.12,0.07,0.2,4250,95784,0.1,0,26,280,201,4469,4250,0.95,0.68,0.32,0,93,120,72,176,219,585,1296,823,1085,2977,93,563,356,35,64,381,0,0,0.85,0.08,0.02,0.06,0,0,6367,0.75,0.14,0.01,0,0,0.03,0.03,0.04,"PSEG",35705252,27555322,455961,1759726,65476261,"PSEG",3481277,1391174,19750,0,4892201,7973,6153,102,393,18542,7410,105,0,1566,44658,86902,"NJTPA","5013109.00","1250933.00","296252.00","2911220.00","106849.00","568626.00","55101690.00","9507759.00","168745.00","375006.00","661978.00","1620689.00","229442.00","77812298.00",7190,"56","0.0078",4,178,1,183,2638.94,3879,130,0.03,200,20,"0.1"
"207","haworth borough","Bergen",2020,2.3,3400,0.75,0.02,0.14,0.08,0.03,1084,181500,0.02,0,8,547,41,1141,1084,0.95,0.96,0.04,0,48,30,33,33,41,219,288,102,347,1141,0,0,0,0,0,0,0,0,0.95,0.02,0.01,0,0,0.02,1500,0.69,0.12,0,0,0,0.01,0,0.17,"RECO/PSEG",14239381,52343338,278523,209499,67070741,"PSEG",1763748,2297916,3422,0,4065086,3180,11688,62,47,9394,12239,18,0,35,13647,50310,"NJTPA","1429671.00","356749.00","84487.00","830241.00","30472.00","162164.00","15714260.00","2711485.00","48124.00","106947.00","188787.00","462199.00","65434.00","22191020.00",2289,"30","0.0131",NA,19,0,19,159.59,1158,19,0.02,40,4,"0.1"
"208","hawthorne borough","Passaic",2020,3.4,18762,0.78,0.06,0.01,0.15,0.28,7138,103586,0.05,0,26,275,390,7372,7138,0.97,0.62,0.38,0,108,456,300,751,851,889,1282,998,1737,3570,472,2419,122,111,298,380,0,0,0.88,0.07,0.02,0.03,0,0,10645,0.89,0.04,0,0,0,0.02,0.01,0.04,"PSEG",57136849,33224684,13524234,833379,104719146,"PSEG",6342351,1753303,234390,0,8330044,12759,7419,3020,186,33780,9338,1248,0,1766,74922,144440,"NJTPA","8532997.00","2129258.00","504261.00","4955292.00","181871.00","967879.00","93790604.00","16183503.00","287227.00","638312.00","1126777.00","2758634.00","390543.00","132447158.00",12681,"52","0.0041",15,112,0,127,2513.96,6521,215,0.03,418,55,"0.13"
"209","hazlet township","Monmouth",2020,5.7,19793,0.89,0.02,0.03,0.05,0.1,7282,105479,0.04,0,25,293,379,7507,7282,0.97,0.9,0.1,0,201,179,478,781,1121,1503,2754,234,256,6243,245,49,60,23,69,167,651,0,0.86,0.09,0.01,0.04,0,0.01,10333,0.87,0.08,0,0,0,0.01,0.01,0.04,"JCPL",59736470,43355194,5781898,672768,109546330,"NJNG",1593113,619387,0,0,2212500,13339,9681,1291,150,8485,3299,0,0,1804,82436,120486,"NJTPA","9817557.00","2449797.00","580173.00","5701264.00","209252.00","1113584.00","107909862.00","18619772.00","330465.00","734402.00","1296402.00","3173920.00","449336.00","152385786.00",14045,"53","0.0038",23,473,4,500,11585.6,6314,284,0.05,382,16,"0.04"
"210","helmetta borough","Middlesex",2020,0.9,2232,0.86,0.02,0.05,0.07,0.16,915,94116,0.02,0,24,308,11,938,915,0.98,0.76,0.24,0,7,136,157,215,84,29,88,69,153,450,74,6,0,16,321,71,0,0,0.92,0.06,0,0.02,0,0,1345,0.95,0.02,0,0.01,0,0,0,0.03,"JCPL",8026745,1654115,1040,106302,9788202,"PSEG",625562,56044,0,0,681606,1792,369,0,24,3332,298,0,0,74,7460,13350,"NJTPA","905308.00","225904.00","53500.00","525732.00","19296.00","102687.00","9950713.00","1716989.00","30473.00","67722.00","119545.00","292677.00","41435.00","14051981.00",1713,"10","0.0058",NA,20,0,20,205.12,612,31,0.05,11,3,"0.27"
"211","high bridge borough","Hunterdon",2020,2.4,3460,0.84,0.03,0.1,0.03,0.11,1384,96029,0.14,0,35,150,43,1446,1384,0.96,0.76,0.24,0,0,19,60,211,302,86,161,56,551,1045,116,177,42,11,18,8,29,0,0.31,0.23,0.05,0.38,0.03,0.01,1767,0.9,0.01,0,0,0,0.01,0.01,0.07,"JCPL",15776251,7722534,4924414,120888,28544087,"ETG",679732,238983,7257402,0,8176117,3523,1724,1100,27,3620,1273,38654,0,5311,13770,69002,"NJTPA","1824728.00","455328.00","107833.00","1059658.00","38892.00","206975.00","20056529.00","3460740.00","61422.00","136499.00","240954.00","589917.00","83515.00","28322990.00",2680,"13","0.0049",NA,25,0,25,194.8,1502,37,0.02,42,10,"0.24"
"212","highland park borough","Middlesex",2020,1.8,13803,0.66,0.09,0.16,0.09,0.12,6034,83980,0.08,0,27,252,191,6437,6034,0.94,0.42,0.58,0,289,220,336,628,876,1014,836,253,1985,2291,493,652,1096,337,552,1016,0,0,0.75,0.16,0.01,0.06,0,0.01,7396,0.72,0.07,0.01,0,0.03,0.05,0.01,0.12,"PSEG",38498680,20467309,269678,831579,60067246,"PSEG",3047068,2121706,9171,0,5177945,8597,4570,60,186,16229,11301,49,0,2626,41875,85493,"NJTPA","5106192.00","1274160.00","301752.00","2965275.00","108834.00","579184.00","56124820.00","9684298.00","171879.00","381970.00","674269.00","1650781.00","233703.00","79257117.00",8593,"79","0.0092",9,105,0,119,1464.4,4532,508,0.11,181,32,"0.18"
"213","highlands borough","Monmouth",2020,0.9,4746,0.91,0.01,0.04,0.04,0.03,2671,76263,0.05,0,34,156,93,3249,2671,0.82,0.72,0.28,0,201,89,39,737,850,97,67,200,969,1247,126,171,221,554,361,526,43,0,0.7,0.28,0.02,0,0,0,2578,0.73,0.16,0.01,0,0,0.01,0.01,0.08,"JCPL",19221447,12147537,35015,220428,31624427,"NJNG",820440,97390,0,0,917830,4292,2713,8,49,4370,519,0,0,271,18049,30270,"NJTPA","2093949.00","522508.00","123743.00","1216001.00","44630.00","237512.00","23015682.00","3971340.00","70484.00","156638.00","276505.00","676953.00","95837.00","32501782.00",3713,"17","0.0046",NA,46,5,46,301.35,2020,311,0.15,92,9,"0.1"
"214","hightstown borough","Mercer",2020,1.3,5334,0.84,0.06,0.08,0.03,0.28,1789,86291,0.07,0,34,166,106,1830,1789,0.98,0.71,0.29,0,37,105,26,360,139,227,350,163,423,1180,64,66,103,263,114,40,0,0,0.81,0.09,0.01,0.07,0,0.02,2956,0.84,0.01,0.07,0,0,0.02,0,0.05,"JCPL",15530882,22553182,2141369,253849,40479282,"PSEG",1601618,1178351,52560,0,2832529,3468,5036,478,57,8530,6276,280,0,705,22488,47318,"DVRPC","943150.00","395326.00","266493.00","2015044.00","92396.00","392140.00","16518911.00","20335498.00","151907.00","292695.00","645661.00","1000059.00","120366.00","43169645.00",3211,"39","0.0121",4,164,0,171,2789.01,1504,437,0.29,104,18,"0.17"
"215","hillsborough township","Somerset",2020,55.1,39760,0.69,0.04,0.19,0.07,0.09,13994,139313,0.02,0,15,475,471,14909,13994,0.94,0.85,0.15,0,1007,1142,2468,4307,2992,1131,914,113,835,9330,3150,218,364,353,1059,427,8,0,0.79,0.11,0.01,0.07,0,0.01,22232,0.85,0.04,0,0,0,0.01,0,0.11,"PSEG/JCPL",148904607,105286705,21927961,2087378,278206651,"PSEG",10753434,2700222,1512194,0,14965850,33250,23511,4897,466,57274,14382,8054,0,7104,154944,303882,"NJTPA","19631198.00","4898617.00","1160112.00","11400254.00","418420.00","2226723.00","215776696.00","37232119.00","660800.00","1468514.00","2592288.00","6346574.00","898491.00","304710806.00",27697,"337","0.0122",33,865,3,913,18940.41,13006,663,0.05,486,49,"0.1"
"216","hillsdale borough","Bergen",2020,2.9,10317,0.84,0.03,0.07,0.07,0.09,3469,155762,0.04,0,17,430,110,3550,3469,0.98,0.88,0.12,0,43,76,114,253,220,778,1178,182,706,3013,158,137,0,29,92,121,0,0,0.91,0.04,0.01,0.03,0,0,5549,0.76,0.09,0.01,0,0,0.01,0,0.14,"PSEG",36504705,17279276,11124,454299,54249404,"PSEG",4014421,837114,522,0,4852058,8152,3858,2,101,21381,4459,3,0,722,36911,75590,"NJTPA","4185119.00","1044322.00","247321.00","2430388.00","89202.00","474708.00","46000818.00","7937410.00","140874.00","313068.00","552642.00","1353008.00","191547.00","64960427.00",7288,"48","0.0066",1,45,15,46,707.86,3237,67,0.02,110,16,"0.15"
"217","hillside township","Union",2020,2.8,21955,0.26,0.52,0.03,0.19,0.21,7162,78779,0.09,0,37,133,418,7570,7162,0.95,0.69,0.31,0,57,140,105,149,381,913,1663,1269,2893,4608,424,1517,749,114,17,101,40,0,0.8,0.06,0.01,0.1,0,0.02,11776,0.8,0.11,0,0,0,0.02,0.03,0.04,"PSEG",52768282,49693803,37535733,1336947,141334765,"ETG/PSEG",10640132,5085120,11292502,0,27017754,11783,11097,8382,299,56671,27084,60145,0,4954,87518,267932,"NJTPA","9498230.00","2370115.00","561301.00","5515825.00","202446.00","1077363.00","104399978.00","18014143.00","319718.00","710516.00","1254235.00","3070685.00","434720.00","147429275.00",12545,"28","0.0022",4,328,0,336,4340.29,7389,916,0.12,406,68,"0.17"
"218","hi-nella borough","Camden",2020,0.2,1018,0.65,0.1,0.05,0.2,0.19,449,57875,0.08,1,40,99,14,459,449,0.98,0.39,0.61,0,0,0,45,22,114,96,77,17,88,196,15,21,27,75,72,53,0,0,0.71,0.2,0,0.02,0,0.06,633,0.97,0.01,0,0,0.01,0.01,0,0,"PSEG/ACE",2442955,569747,0,27525,3040227,"PSEG/SJG",81705,1466128,0,0,1547833,546,127,0,6,435,7809,0,0,175,3379,12477,"DVRPC","141720.00","59403.00","40044.00","302786.00","13884.00","58924.00","2482173.00","3055663.00","22826.00","43981.00","97019.00","150271.00","18086.00","6486780.00",778,"3","0.0039",2,6,4,8,83.42,218,13,0.06,14,2,"0.14"
