muni,county,year,resgas,commgas,indusgas,streetgas,totgas
Byram township,Sussex,2016,NDA,NDA,NDA,NDA,0.00
Byram township,Sussex,2017,NDA,NDA,NDA,NDA,0.00
Byram township,Sussex,2018,NDA,NDA,NDA,NDA,0.00
Byram township,Sussex,2019,NDA,NDA,NDA,NDA,0.00
Byram township,Sussex,2020,NDA,NDA,NDA,NDA,0.00
Byram township,Sussex,2021,NDA,NDA,NDA,NDA,0.00
Caldwell borough,Essex,2015,2528116.00,1984762.00,10141.00,NDA,4523020.00
Caldwell borough,Essex,2016,2306442.00,1871966.00,9037.00,NDA,4187445.00
Caldwell borough,Essex,2017,2332447.00,1901946.00,8769.00,NDA,4243162.00
Caldwell borough,Essex,2018,2572473.00,2050875.00,9686.00,NDA,4633034.00
Caldwell borough,Essex,2019,2498837.00,2020150.00,9218.00,NDA,4528205.00
Caldwell borough,Essex,2020,2266946.00,1772979.00,9016.00,NDA,4048941.00
Caldwell borough,Essex,2021,2316819.00,1839202.00,8414.00,NDA,4164435.00
Califon borough,Hunterdon,2015,145285.00,92838.00,NDA,NDA,238124.00
Califon borough,Hunterdon,2016,151496.00,99893.00,NDA,NDA,251389.00
Califon borough,Hunterdon,2017,159458.00,110953.00,NDA,NDA,270412.00
Califon borough,Hunterdon,2018,182249.00,158980.00,NDA,NDA,341228.00
Califon borough,Hunterdon,2019,174233.00,157900.00,NDA,NDA,332133.00
Califon borough,Hunterdon,2020,271103.00,197900.00,NDA,NDA,469002.00
Califon borough,Hunterdon,2021,348950.00,232555.00,NDA,NDA,581505.00
Camden city,Camden,2015,17270701.00,40868420.00,6784570.00,NDA,64923692.00
Camden city,Camden,2016,15762576.00,41373260.00,5254020.00,NDA,62389857.00
Camden city,Camden,2017,16555321.00,20955805.00,5079758.00,NDA,42590884.00
Camden city,Camden,2018,17020016.00,17318211.00,11762304.00,NDA,46100530.00
Camden city,Camden,2019,15667915.00,17733536.00,12442563.00,NDA,45844013.00
Camden city,Camden,2020,14285494.00,18370254.00,15544824.00,NDA,48200572.00
Camden city,Camden,2021,15349246.00,19596697.00,12786486.00,NDA,47732429.00
Cape May City,Cape May,2015,1888078.00,1345343.00,NDA,NDA,3233421.00
Cape May City,Cape May,2016,1507332.00,1213478.00,NDA,NDA,2720810.00
Cape May City,Cape May,2017,1550916.00,1235100.00,NDA,NDA,2786016.00
Cape May City,Cape May,2018,1973667.00,1358280.00,NDA,NDA,3331948.00
Cape May City,Cape May,2019,1674251.00,1264095.00,NDA,NDA,2938346.00
Cape May City,Cape May,2020,1536500.00,1041271.00,NDA,NDA,2577770.00
Cape May City,Cape May,2021,1792932.00,1228516.00,NDA,NDA,3021449.00
Cape May Point borough,Cape May,2015,130273.00,4030.00,NDA,NDA,134302.00
Cape May Point borough,Cape May,2016,107546.00,3666.00,NDA,NDA,111212.00
Cape May Point borough,Cape May,2017,121487.00,3991.00,NDA,NDA,125478.00
Cape May Point borough,Cape May,2018,170965.00,5889.00,NDA,NDA,176855.00
Cape May Point borough,Cape May,2019,153320.00,5294.00,NDA,NDA,158614.00
Cape May Point borough,Cape May,2020,147583.00,3492.00,NDA,NDA,151075.00
Cape May Point borough,Cape May,2021,180234.00,4872.00,NDA,NDA,185107.00
Carlstadt borough,Bergen,2015,2086828.00,4135663.00,2495986.00,NDA,8718476.00
Carlstadt borough,Bergen,2016,1746442.00,3627372.00,2308479.00,NDA,7682294.00
Carlstadt borough,Bergen,2017,1767415.00,3857967.00,2372147.00,NDA,7997529.00
Carlstadt borough,Bergen,2018,1958377.00,4526492.00,2578135.00,NDA,9063004.00
Carlstadt borough,Bergen,2019,1893197.00,4198176.00,2490196.00,NDA,8581569.00
Carlstadt borough,Bergen,2020,1700202.00,3595887.00,2248087.00,NDA,7544176.00
Carlstadt borough,Bergen,2021,1758958.00,3940494.00,2263102.00,NDA,7962554.00
Carneys Point township,Salem,2015,1435276.00,811372.00,NDA,NDA,2246648.00
Carneys Point township,Salem,2016,1204463.00,761191.00,NDA,NDA,1965654.00
Carneys Point township,Salem,2017,1213136.00,709943.00,NDA,NDA,1923079.00
Carneys Point township,Salem,2018,1465299.00,842264.00,NDA,NDA,2307563.00
Carneys Point township,Salem,2019,1421615.00,817334.00,NDA,NDA,2238949.00
Carneys Point township,Salem,2020,1136659.00,860867.00,NDA,NDA,1997526.00
Carneys Point township,Salem,2021,1264270.00,844572.00,31.00,NDA,2108873.00
Carteret borough,Middlesex,2015,4711201.00,3351915.00,22408.00,NDA,8085524.00
Carteret borough,Middlesex,2016,5037120.00,3316903.00,140039.00,NDA,8494062.00
Carteret borough,Middlesex,2017,5227190.00,3172132.00,90209.00,NDA,8489532.00
Carteret borough,Middlesex,2018,6109503.00,3853413.00,302768.00,NDA,10265684.00
Carteret borough,Middlesex,2019,5553193.00,3760051.00,1071532.00,NDA,10384776.00
Carteret borough,Middlesex,2020,8707081.00,5791725.00,8930156.00,NDA,23428962.00
Carteret borough,Middlesex,2021,10640242.00,9176012.00,4486735.00,NDA,24302989.00
Cedar Grove township,Essex,2015,5087020.00,2769656.00,117543.00,NDA,7974219.00
Cedar Grove township,Essex,2016,4188151.00,2406633.00,93277.00,NDA,6688061.00
Cedar Grove township,Essex,2017,4438981.00,2630974.00,107333.00,NDA,7177288.00
Cedar Grove township,Essex,2018,5005461.00,2827806.00,126022.00,NDA,7959289.00
Cedar Grove township,Essex,2019,4805960.00,2660038.00,136688.00,NDA,7602686.00
Cedar Grove township,Essex,2020,4470894.00,2437065.00,119167.00,NDA,7027126.00
Cedar Grove township,Essex,2021,4853046.00,2548601.00,122926.00,NDA,7524572.00
Chatham borough,Morris,2015,3646908.00,1375950.00,49310.00,NDA,5072168.00
Chatham borough,Morris,2016,3154003.00,1244484.00,42300.00,NDA,4440786.00
Chatham borough,Morris,2017,3262005.00,1266916.00,45502.00,NDA,4574422.00
Chatham borough,Morris,2018,3706067.00,1487439.00,51189.00,NDA,5244694.00
Chatham borough,Morris,2019,3477287.00,1402607.00,43239.00,NDA,4923133.00
Chatham borough,Morris,2020,3240315.00,1183841.00,41488.00,NDA,4465644.00
Chatham borough,Morris,2021,3412470.00,1201923.00,44471.00,NDA,4658864.00
Chatham township,Morris,2015,4571519.00,908262.00,5544.00,NDA,5485326.00
Chatham township,Morris,2016,4007662.00,850290.00,5958.00,NDA,4863911.00
Chatham township,Morris,2017,4202597.00,839293.00,5272.00,NDA,5047162.00
Chatham township,Morris,2018,4837731.00,939060.00,7087.00,NDA,5783878.00
Chatham township,Morris,2019,4528181.00,880942.00,5990.00,NDA,5415114.00
Chatham township,Morris,2020,4288658.00,785016.00,5572.00,NDA,5079246.00
Chatham township,Morris,2021,4474503.00,808726.00,5694.00,NDA,5288923.00
Cherry Hill township,Camden,2015,22906191.00,13307315.00,1296671.00,NDA,37510177.00
Cherry Hill township,Camden,2016,18887834.00,11908314.00,1765387.00,NDA,32561535.00
Cherry Hill township,Camden,2017,19606448.00,11985568.00,1662142.00,NDA,33254157.00
Cherry Hill township,Camden,2018,22942602.00,14116069.00,1647316.00,NDA,38705987.00
Cherry Hill township,Camden,2019,21188794.00,12799123.00,1619570.00,NDA,35607486.00
Cherry Hill township,Camden,2020,19472464.00,11180249.00,1643857.00,NDA,32296570.00
Cherry Hill township,Camden,2021,20998385.00,12336903.00,2070830.00,NDA,35406118.00
Chesilhurst borough,Camden,2015,348848.00,76986.00,NDA,NDA,425834.00
Chesilhurst borough,Camden,2016,283521.00,70356.00,NDA,NDA,353878.00
Chesilhurst borough,Camden,2017,279959.00,66148.00,NDA,NDA,346107.00
Chesilhurst borough,Camden,2018,315261.00,79345.00,NDA,NDA,394606.00
Chesilhurst borough,Camden,2019,316110.00,83536.00,NDA,NDA,399647.00
Chesilhurst borough,Camden,2020,302546.00,87213.00,NDA,NDA,389759.00
Chesilhurst borough,Camden,2021,317822.00,80007.00,NDA,NDA,397829.00
Chester borough,Morris,2015,904727.00,809541.00,3192.00,NDA,1717459.00
Chester borough,Morris,2016,838627.00,731426.00,2835.00,NDA,1572888.00
Chester borough,Morris,2017,868489.00,761327.00,2675.00,NDA,1632491.00
Chester borough,Morris,2018,977970.00,858801.00,3245.00,NDA,1840015.00
Chester borough,Morris,2019,912074.00,832981.00,2884.00,NDA,1747939.00
Chester borough,Morris,2020,832897.00,737824.00,2414.00,NDA,1573135.00
Chester borough,Morris,2021,869059.00,762770.00,3169.00,NDA,1634998.00
Chester township,Morris,2015,3172924.00,231644.00,NDA,NDA,3404568.00
Chester township,Morris,2016,2889303.00,209812.00,NDA,NDA,3099115.00
Chester township,Morris,2017,3000670.00,215532.00,NDA,NDA,3216202.00
Chester township,Morris,2018,3479094.00,266185.00,NDA,NDA,3745279.00
Chester township,Morris,2019,3326155.00,250276.00,NDA,NDA,3576431.00
Chester township,Morris,2020,3095713.00,219827.00,NDA,NDA,3315540.00
Chester township,Morris,2021,3200595.00,226868.00,NDA,NDA,3427464.00
Chesterfield township,Burlington,2015,1249011.00,2558130.00,NDA,NDA,3807140.00
Chesterfield township,Burlington,2016,1187946.00,1332365.00,NDA,NDA,2520311.00
Chesterfield township,Burlington,2017,1223257.00,3020399.00,NDA,NDA,4243656.00
Chesterfield township,Burlington,2018,1468557.00,3159752.00,NDA,NDA,4628309.00
Chesterfield township,Burlington,2019,1414451.00,3363799.00,NDA,NDA,4778250.00
Chesterfield township,Burlington,2020,1321408.00,718850.00,NDA,NDA,2040259.00
Chesterfield township,Burlington,2021,1396974.00,346453.00,NDA,NDA,1743427.00
Cinnaminson township,Burlington,2015,5159213.00,2379351.00,146492.00,NDA,7685056.00
Cinnaminson township,Burlington,2016,4713224.00,2071761.00,105198.00,NDA,6890183.00
Cinnaminson township,Burlington,2017,4753780.00,2188321.00,100747.00,NDA,7042849.00
Cinnaminson township,Burlington,2018,5642630.00,2492780.00,716802.00,NDA,8852211.00
Cinnaminson township,Burlington,2019,5080077.00,2206645.00,970725.00,NDA,8257447.00
Cinnaminson township,Burlington,2020,4578067.00,1924155.00,696528.00,NDA,7198750.00
Cinnaminson township,Burlington,2021,4819460.00,2095283.00,893898.00,NDA,7808641.00
City of Orange township,Essex,2015,6663623.00,6054477.00,240344.00,NDA,12958445.00
City of Orange township,Essex,2016,6104703.00,5385666.00,220622.00,NDA,11710991.00
City of Orange township,Essex,2017,6182905.00,5394896.00,415895.00,NDA,11993696.00
City of Orange township,Essex,2018,7001532.00,6271265.00,306749.00,NDA,13579546.00
City of Orange township,Essex,2019,6794152.00,5884815.00,330907.00,NDA,13009874.00
City of Orange township,Essex,2020,6343106.00,5654386.00,217386.00,NDA,12214877.00
City of Orange township,Essex,2021,6683478.00,5685424.00,165786.00,NDA,12534688.00
Clark township,Union,2015,4171841.00,2784895.00,NDA,NDA,6956736.00
Clark township,Union,2016,4369027.00,2925672.00,NDA,NDA,7294699.00
Clark township,Union,2017,4580773.00,3139426.00,NDA,NDA,7720200.00
Clark township,Union,2018,5101594.00,3287761.00,420690.00,NDA,8810045.00
Clark township,Union,2019,4778868.00,2794943.00,844478.00,NDA,8418289.00
Clark township,Union,2020,7222387.00,4246720.00,2394338.00,NDA,13863445.00
Clark township,Union,2021,9210957.00,4904148.00,2635313.00,NDA,16750418.00
Clayton borough,Gloucester,2015,2044303.00,953700.00,912783.00,NDA,3910786.00
Clayton borough,Gloucester,2016,1733207.00,809357.00,851257.00,NDA,3393821.00
Clayton borough,Gloucester,2017,1740938.00,755218.00,919826.00,NDA,3415982.00
Clayton borough,Gloucester,2018,2090015.00,858376.00,900227.00,NDA,3848618.00
Clayton borough,Gloucester,2019,1934279.00,789515.00,949540.00,NDA,3673334.00
Clayton borough,Gloucester,2020,1840588.00,661503.00,974185.00,NDA,3476276.00
Clayton borough,Gloucester,2021,1952686.00,700796.00,932320.00,NDA,3585803.00
Clementon borough,Camden,2015,1029852.00,480992.00,NDA,NDA,1510844.00
Clementon borough,Camden,2016,821035.00,398568.00,NDA,NDA,1219603.00
Clementon borough,Camden,2017,847730.00,377268.00,NDA,NDA,1224999.00
Clementon borough,Camden,2018,1057525.00,443209.00,NDA,NDA,1500734.00
Clementon borough,Camden,2019,1003755.00,412533.00,NDA,NDA,1416287.00
Clementon borough,Camden,2020,958867.00,364013.00,NDA,NDA,1322881.00
Clementon borough,Camden,2021,1041163.00,389675.00,NDA,NDA,1430838.00
Cliffside Park borough,Bergen,2015,4963886.00,2809553.00,173899.00,NDA,7947338.00
